"","tourney_name","tourney_id","name","link","display"
"3661","Greater Pennsylvania Quizbowl December Invitational",6711,"JV Final","https://hsquizbowl.org/db/tournaments/6711/stats/jv_final/individuals","Greater Pennsylvania Quizbowl December Invitational <6711> - JV Final"
"3662","Greater Pennsylvania Quizbowl December Invitational",6711,"Varsity Prelims (TU Only)","https://hsquizbowl.org/db/tournaments/6711/stats/varsity_prelims_%28tu_only%29/individuals","Greater Pennsylvania Quizbowl December Invitational <6711> - Varsity Prelims (TU Only)"
"3663","Greater Pennsylvania Quizbowl December Invitational",6711,"Varsity Playoffs","https://hsquizbowl.org/db/tournaments/6711/stats/varsity_playoffs/individuals","Greater Pennsylvania Quizbowl December Invitational <6711> - Varsity Playoffs"
"3664","Greater Pennsylvania Quizbowl December Invitational",6711,"Varsity Playoffs + Finals","https://hsquizbowl.org/db/tournaments/6711/stats/varsity_playoffs_%2B_finals/individuals","Greater Pennsylvania Quizbowl December Invitational <6711> - Varsity Playoffs + Finals"
"3665","Greater Pennsylvania Quizbowl December Invitational",6711,"Varsity Complete","https://hsquizbowl.org/db/tournaments/6711/stats/varsity_complete/individuals","Greater Pennsylvania Quizbowl December Invitational <6711> - Varsity Complete"
"3666","Pre-Holiday Academic Tournament XIV",6710,"Final (All Games)","https://hsquizbowl.org/db/tournaments/6710/stats/final_%28all_games%29/individuals","Pre-Holiday Academic Tournament XIV <6710> - Final (All Games)"
"3667","Pre-Holiday Academic Tournament XIV",6710,"Through Round 6","https://hsquizbowl.org/db/tournaments/6710/stats/through_round_6/individuals","Pre-Holiday Academic Tournament XIV <6710> - Through Round 6"
"3668","Pre-Holiday Academic Tournament XIV",6710,"Through Round 5","https://hsquizbowl.org/db/tournaments/6710/stats/through_round_5/individuals","Pre-Holiday Academic Tournament XIV <6710> - Through Round 5"
"3669","Pre-Holiday Academic Tournament XIV",6710,"Prelims (Rounds 1-4)","https://hsquizbowl.org/db/tournaments/6710/stats/prelims_%28rounds_1-4%29/individuals","Pre-Holiday Academic Tournament XIV <6710> - Prelims (Rounds 1-4)"
"3670","Pre-Holiday Academic Tournament XIV",6710,"Through Round 3","https://hsquizbowl.org/db/tournaments/6710/stats/through_round_3/individuals","Pre-Holiday Academic Tournament XIV <6710> - Through Round 3"
"3671","Pre-Holiday Academic Tournament XIV",6710,"Through Round 2","https://hsquizbowl.org/db/tournaments/6710/stats/through_round_2/individuals","Pre-Holiday Academic Tournament XIV <6710> - Through Round 2"
"3672","Pre-Holiday Academic Tournament XIV",6710,"Round 1","https://hsquizbowl.org/db/tournaments/6710/stats/round_1/individuals","Pre-Holiday Academic Tournament XIV <6710> - Round 1"
"3673","2020 NWOESC November Invitational",6709,"All games","https://hsquizbowl.org/db/tournaments/6709/stats/all_games/individuals","2020 NWOESC November Invitational <6709> - All games"
"3674","2020 Flopen UK Mirror (SHAFT III)",6706,"Round Robin","https://hsquizbowl.org/db/tournaments/6706/stats/round_robin/individuals","2020 Flopen UK Mirror (SHAFT III) <6706> - Round Robin"
"3675","2020 Canada Hybrid-Main Site",6705,"Prelims","https://hsquizbowl.org/db/tournaments/6705/stats/prelims/individuals","2020 Canada Hybrid-Main Site <6705> - Prelims"
"3676","2020 Canada Hybrid-Main Site",6705,"Playoffs","https://hsquizbowl.org/db/tournaments/6705/stats/playoffs/individuals","2020 Canada Hybrid-Main Site <6705> - Playoffs"
"3677","2020 Canada Hybrid-Main Site",6705,"Finals","https://hsquizbowl.org/db/tournaments/6705/stats/finals/individuals","2020 Canada Hybrid-Main Site <6705> - Finals"
"3678","2020 Canada Hybrid-Main Site",6705,"All Games","https://hsquizbowl.org/db/tournaments/6705/stats/all_games/individuals","2020 Canada Hybrid-Main Site <6705> - All Games"
"3679","FLopen 2020 Open Second Site",6703,"Prelims","https://hsquizbowl.org/db/tournaments/6703/stats/prelims/individuals","FLopen 2020 Open Second Site <6703> - Prelims"
"3680","FLopen 2020 Open Second Site",6703,"Playoffs","https://hsquizbowl.org/db/tournaments/6703/stats/playoffs/individuals","FLopen 2020 Open Second Site <6703> - Playoffs"
"3681","FLopen 2020 Open Second Site",6703,"Combined","https://hsquizbowl.org/db/tournaments/6703/stats/combined/individuals","FLopen 2020 Open Second Site <6703> - Combined"
"3682","Country Roads Invitational",6702,"Prelims","https://hsquizbowl.org/db/tournaments/6702/stats/prelims/individuals","Country Roads Invitational <6702> - Prelims"
"3683","Country Roads Invitational",6702,"Playoffs","https://hsquizbowl.org/db/tournaments/6702/stats/playoffs/individuals","Country Roads Invitational <6702> - Playoffs"
"3684","Country Roads Invitational",6702,"Combined","https://hsquizbowl.org/db/tournaments/6702/stats/combined/individuals","Country Roads Invitational <6702> - Combined"
"3685","John Charles Daly III Canadian Mirror",6701,"All Games","https://hsquizbowl.org/db/tournaments/6701/stats/all_games/individuals","John Charles Daly III Canadian Mirror <6701> - All Games"
"3686","John Charles Daly III Canadian Mirror",6701,"Round Robin","https://hsquizbowl.org/db/tournaments/6701/stats/round_robin/individuals","John Charles Daly III Canadian Mirror <6701> - Round Robin"
"3687","John Charles Daly III Canadian Mirror",6701,"Finals","https://hsquizbowl.org/db/tournaments/6701/stats/finals/individuals","John Charles Daly III Canadian Mirror <6701> - Finals"
"3688","LIT (UK Mirror)",6700,"Prelims","https://hsquizbowl.org/db/tournaments/6700/stats/prelims/individuals","LIT (UK Mirror) <6700> - Prelims"
"3689","LIT (UK Mirror)",6700,"Playoffs","https://hsquizbowl.org/db/tournaments/6700/stats/playoffs/individuals","LIT (UK Mirror) <6700> - Playoffs"
"3690","LIT (UK Mirror)",6700,"Final","https://hsquizbowl.org/db/tournaments/6700/stats/final/individuals","LIT (UK Mirror) <6700> - Final"
"3691","LIT (UK Mirror)",6700,"All Games","https://hsquizbowl.org/db/tournaments/6700/stats/all_games/individuals","LIT (UK Mirror) <6700> - All Games"
"3692","IO Saturnalia @ Georgia Tech",6699,"Prelims","https://hsquizbowl.org/db/tournaments/6699/stats/prelims/individuals","IO Saturnalia @ Georgia Tech <6699> - Prelims"
"3693","IO Saturnalia @ Georgia Tech",6699,"Playoffs","https://hsquizbowl.org/db/tournaments/6699/stats/playoffs/individuals","IO Saturnalia @ Georgia Tech <6699> - Playoffs"
"3694","IO Saturnalia @ Georgia Tech",6699,"Finals","https://hsquizbowl.org/db/tournaments/6699/stats/finals/individuals","IO Saturnalia @ Georgia Tech <6699> - Finals"
"3695","IO Saturnalia @ Georgia Tech",6699,"All Games","https://hsquizbowl.org/db/tournaments/6699/stats/all_games/individuals","IO Saturnalia @ Georgia Tech <6699> - All Games"
"3696","Bishop O'Connell Knight Invitational",6698,"Round robin","https://hsquizbowl.org/db/tournaments/6698/stats/round_robin/individuals","Bishop O'Connell Knight Invitational <6698> - Round robin"
"3697","Bishop O'Connell Knight Invitational",6698,"Combined with finals","https://hsquizbowl.org/db/tournaments/6698/stats/combined_with_finals/individuals","Bishop O'Connell Knight Invitational <6698> - Combined with finals"
"3698","FLOpen Main Site",6697,"Prelims","https://hsquizbowl.org/db/tournaments/6697/stats/prelims/individuals","FLOpen Main Site <6697> - Prelims"
"3699","FLOpen Main Site",6697,"Playoffs","https://hsquizbowl.org/db/tournaments/6697/stats/playoffs/individuals","FLOpen Main Site <6697> - Playoffs"
"3700","FLOpen Main Site",6697,"Combined","https://hsquizbowl.org/db/tournaments/6697/stats/combined/individuals","FLOpen Main Site <6697> - Combined"
"3701","AQBL December Tournament (stats)",6696,"Saturday Vars Prelims","https://hsquizbowl.org/db/tournaments/6696/stats/saturday_vars_prelims/individuals","AQBL December Tournament (stats) <6696> - Saturday Vars Prelims"
"3702","AQBL December Tournament (stats)",6696,"Saturday Vars Playoffs","https://hsquizbowl.org/db/tournaments/6696/stats/saturday_vars_playoffs/individuals","AQBL December Tournament (stats) <6696> - Saturday Vars Playoffs"
"3703","AQBL December Tournament (stats)",6696,"Saturday Vars Finals","https://hsquizbowl.org/db/tournaments/6696/stats/saturday_vars_finals/individuals","AQBL December Tournament (stats) <6696> - Saturday Vars Finals"
"3704","AQBL December Tournament (stats)",6696,"Saturday Vars Combined","https://hsquizbowl.org/db/tournaments/6696/stats/saturday_vars_combined/individuals","AQBL December Tournament (stats) <6696> - Saturday Vars Combined"
"3705","AQBL December Tournament (stats)",6696,"Saturday JV Prelims","https://hsquizbowl.org/db/tournaments/6696/stats/saturday_jv_prelims/individuals","AQBL December Tournament (stats) <6696> - Saturday JV Prelims"
"3706","AQBL December Tournament (stats)",6696,"Saturday JV Playoffs","https://hsquizbowl.org/db/tournaments/6696/stats/saturday_jv_playoffs/individuals","AQBL December Tournament (stats) <6696> - Saturday JV Playoffs"
"3707","AQBL December Tournament (stats)",6696,"Saturday JV Final","https://hsquizbowl.org/db/tournaments/6696/stats/saturday_jv_final/individuals","AQBL December Tournament (stats) <6696> - Saturday JV Final"
"3708","AQBL December Tournament (stats)",6696,"Saturday JV Combined","https://hsquizbowl.org/db/tournaments/6696/stats/saturday_jv_combined/individuals","AQBL December Tournament (stats) <6696> - Saturday JV Combined"
"3709","AQBL December Tournament (stats)",6696,"Sunday Varsity Prelims","https://hsquizbowl.org/db/tournaments/6696/stats/sunday_varsity_prelims/individuals","AQBL December Tournament (stats) <6696> - Sunday Varsity Prelims"
"3710","AQBL December Tournament (stats)",6696,"Sunday Varsity Playoffs","https://hsquizbowl.org/db/tournaments/6696/stats/sunday_varsity_playoffs/individuals","AQBL December Tournament (stats) <6696> - Sunday Varsity Playoffs"
"3711","AQBL December Tournament (stats)",6696,"Sunday Varsity Finals","https://hsquizbowl.org/db/tournaments/6696/stats/sunday_varsity_finals/individuals","AQBL December Tournament (stats) <6696> - Sunday Varsity Finals"
"3712","AQBL December Tournament (stats)",6696,"Sunday Varsity Combined","https://hsquizbowl.org/db/tournaments/6696/stats/sunday_varsity_combined/individuals","AQBL December Tournament (stats) <6696> - Sunday Varsity Combined"
"3713","AQBL December Tournament (stats)",6696,"Sunday JV Prelims","https://hsquizbowl.org/db/tournaments/6696/stats/sunday_jv_prelims/individuals","AQBL December Tournament (stats) <6696> - Sunday JV Prelims"
"3714","AQBL December Tournament (stats)",6696,"Sunday JV Playoffs","https://hsquizbowl.org/db/tournaments/6696/stats/sunday_jv_playoffs/individuals","AQBL December Tournament (stats) <6696> - Sunday JV Playoffs"
"3715","AQBL December Tournament (stats)",6696,"Sunday JV Finals","https://hsquizbowl.org/db/tournaments/6696/stats/sunday_jv_finals/individuals","AQBL December Tournament (stats) <6696> - Sunday JV Finals"
"3716","AQBL December Tournament (stats)",6696,"Sunday JV Combined","https://hsquizbowl.org/db/tournaments/6696/stats/sunday_jv_combined/individuals","AQBL December Tournament (stats) <6696> - Sunday JV Combined"
"3717","AQBL December Tournament (stats)",6696,"Sunday D2 Prelims","https://hsquizbowl.org/db/tournaments/6696/stats/sunday_d2_prelims/individuals","AQBL December Tournament (stats) <6696> - Sunday D2 Prelims"
"3718","AQBL December Tournament (stats)",6696,"Sunday D2 Playoffs","https://hsquizbowl.org/db/tournaments/6696/stats/sunday_d2_playoffs/individuals","AQBL December Tournament (stats) <6696> - Sunday D2 Playoffs"
"3719","AQBL December Tournament (stats)",6696,"Sunday D2 Finals","https://hsquizbowl.org/db/tournaments/6696/stats/sunday_d2_finals/individuals","AQBL December Tournament (stats) <6696> - Sunday D2 Finals"
"3720","AQBL December Tournament (stats)",6696,"Sunday D2 Combined","https://hsquizbowl.org/db/tournaments/6696/stats/sunday_d2_combined/individuals","AQBL December Tournament (stats) <6696> - Sunday D2 Combined"
"3721","Georgetown Spring 2021",6695,"Prelims","https://hsquizbowl.org/db/tournaments/6695/stats/prelims/individuals","Georgetown Spring 2021 <6695> - Prelims"
"3722","Georgetown Spring 2021",6695,"Playoffs","https://hsquizbowl.org/db/tournaments/6695/stats/playoffs/individuals","Georgetown Spring 2021 <6695> - Playoffs"
"3723","Georgetown Spring 2021",6695,"Combined","https://hsquizbowl.org/db/tournaments/6695/stats/combined/individuals","Georgetown Spring 2021 <6695> - Combined"
"3724","2020-2021 Toledo Area Academic Quizbowl League",6693,"Varsity Fall (Prelims)","https://hsquizbowl.org/db/tournaments/6693/stats/varsity_fall_%28prelims%29/individuals","2020-2021 Toledo Area Academic Quizbowl League <6693> - Varsity Fall (Prelims)"
"3725","2020-2021 Toledo Area Academic Quizbowl League",6693,"JV Fall (Prelims)","https://hsquizbowl.org/db/tournaments/6693/stats/jv_fall_%28prelims%29/individuals","2020-2021 Toledo Area Academic Quizbowl League <6693> - JV Fall (Prelims)"
"3726","2020-2021 Toledo Area Academic Quizbowl League",6693,"Varsity Spring (Playoffs)","https://hsquizbowl.org/db/tournaments/6693/stats/varsity_spring_%28playoffs%29/individuals","2020-2021 Toledo Area Academic Quizbowl League <6693> - Varsity Spring (Playoffs)"
"3727","2020-2021 Toledo Area Academic Quizbowl League",6693,"JV Spring (Playoffs)","https://hsquizbowl.org/db/tournaments/6693/stats/jv_spring_%28playoffs%29/individuals","2020-2021 Toledo Area Academic Quizbowl League <6693> - JV Spring (Playoffs)"
"3728","2020-2021 Toledo Area Academic Quizbowl League",6693,"Varsity Combined","https://hsquizbowl.org/db/tournaments/6693/stats/varsity_combined/individuals","2020-2021 Toledo Area Academic Quizbowl League <6693> - Varsity Combined"
"3729","2020-2021 Toledo Area Academic Quizbowl League",6693,"JV Combined","https://hsquizbowl.org/db/tournaments/6693/stats/jv_combined/individuals","2020-2021 Toledo Area Academic Quizbowl League <6693> - JV Combined"
"3730","2020 Kickapoo Classic",6692,"Complete","https://hsquizbowl.org/db/tournaments/6692/stats/complete/individuals","2020 Kickapoo Classic <6692> - Complete"
"3731","2020 Kickapoo Classic",6692,"Prelims","https://hsquizbowl.org/db/tournaments/6692/stats/prelims/individuals","2020 Kickapoo Classic <6692> - Prelims"
"3732","2020 Kickapoo Classic",6692,"Playoff & Consolation","https://hsquizbowl.org/db/tournaments/6692/stats/playoff_%26_consolation/individuals","2020 Kickapoo Classic <6692> - Playoff & Consolation"
"3733","Southwest Central League- Junior High Regular Season 2020-2021",6691,"Week 2","https://hsquizbowl.org/db/tournaments/6691/stats/week_2/individuals","Southwest Central League- Junior High Regular Season 2020-2021 <6691> - Week 2"
"3734","Southwest Central League- Junior High Regular Season 2020-2021",6691,"Week 1","https://hsquizbowl.org/db/tournaments/6691/stats/week_1/individuals","Southwest Central League- Junior High Regular Season 2020-2021 <6691> - Week 1"
"3735","Southwest Central League- Junior High Regular Season 2020-2021",6691,"Week 4","https://hsquizbowl.org/db/tournaments/6691/stats/week_4/individuals","Southwest Central League- Junior High Regular Season 2020-2021 <6691> - Week 4"
"3736","Southwest Central League- Junior High Regular Season 2020-2021",6691,"Jan 7--Pre Tournament","https://hsquizbowl.org/db/tournaments/6691/stats/jan_7--pre_tournament/individuals","Southwest Central League- Junior High Regular Season 2020-2021 <6691> - Jan 7--Pre Tournament"
"3737","OF MICE and MEN",6690,"Prelims","https://hsquizbowl.org/db/tournaments/6690/stats/prelims/individuals","OF MICE and MEN <6690> - Prelims"
"3738","OF MICE and MEN",6690,"Playoffs","https://hsquizbowl.org/db/tournaments/6690/stats/playoffs/individuals","OF MICE and MEN <6690> - Playoffs"
"3739","OF MICE and MEN",6690,"Combined","https://hsquizbowl.org/db/tournaments/6690/stats/combined/individuals","OF MICE and MEN <6690> - Combined"
"3740","OF MICE and MEN",6690,"Finals","https://hsquizbowl.org/db/tournaments/6690/stats/finals/individuals","OF MICE and MEN <6690> - Finals"
"3741","FALSE (Florida Academic LONE STAR Event)",6689,"Prelims","https://hsquizbowl.org/db/tournaments/6689/stats/prelims/individuals","FALSE (Florida Academic LONE STAR Event) <6689> - Prelims"
"3742","FALSE (Florida Academic LONE STAR Event)",6689,"Playoffs","https://hsquizbowl.org/db/tournaments/6689/stats/playoffs/individuals","FALSE (Florida Academic LONE STAR Event) <6689> - Playoffs"
"3743","FALSE (Florida Academic LONE STAR Event)",6689,"Finals","https://hsquizbowl.org/db/tournaments/6689/stats/finals/individuals","FALSE (Florida Academic LONE STAR Event) <6689> - Finals"
"3744","FALSE (Florida Academic LONE STAR Event)",6689,"Combined","https://hsquizbowl.org/db/tournaments/6689/stats/combined/individuals","FALSE (Florida Academic LONE STAR Event) <6689> - Combined"
"3745","2020 UKQB British Novice",6688,"Round Robin","https://hsquizbowl.org/db/tournaments/6688/stats/round_robin/individuals","2020 UKQB British Novice <6688> - Round Robin"
"3746","2020 UKQB British Novice",6688,"Finals","https://hsquizbowl.org/db/tournaments/6688/stats/finals/individuals","2020 UKQB British Novice <6688> - Finals"
"3747","2020 UKQB British Novice",6688,"All Games","https://hsquizbowl.org/db/tournaments/6688/stats/all_games/individuals","2020 UKQB British Novice <6688> - All Games"
"3748","2020 IHSSBCA Riley Memorial Kickoff",6687,"Division 1 Prelims","https://hsquizbowl.org/db/tournaments/6687/stats/division_1_prelims/individuals","2020 IHSSBCA Riley Memorial Kickoff <6687> - Division 1 Prelims"
"3749","2020 IHSSBCA Riley Memorial Kickoff",6687,"Division 1 Playoffs","https://hsquizbowl.org/db/tournaments/6687/stats/division_1_playoffs/individuals","2020 IHSSBCA Riley Memorial Kickoff <6687> - Division 1 Playoffs"
"3750","2020 IHSSBCA Riley Memorial Kickoff",6687,"Division 1 Finals","https://hsquizbowl.org/db/tournaments/6687/stats/division_1_finals/individuals","2020 IHSSBCA Riley Memorial Kickoff <6687> - Division 1 Finals"
"3751","2020 IHSSBCA Riley Memorial Kickoff",6687,"Division 1 Complete","https://hsquizbowl.org/db/tournaments/6687/stats/division_1_complete/individuals","2020 IHSSBCA Riley Memorial Kickoff <6687> - Division 1 Complete"
"3752","2020 IHSSBCA Riley Memorial Kickoff",6687,"Division 2 Prelims","https://hsquizbowl.org/db/tournaments/6687/stats/division_2_prelims/individuals","2020 IHSSBCA Riley Memorial Kickoff <6687> - Division 2 Prelims"
"3753","2020 IHSSBCA Riley Memorial Kickoff",6687,"Division 2 Playoffs","https://hsquizbowl.org/db/tournaments/6687/stats/division_2_playoffs/individuals","2020 IHSSBCA Riley Memorial Kickoff <6687> - Division 2 Playoffs"
"3754","2020 IHSSBCA Riley Memorial Kickoff",6687,"Division 2 Finals","https://hsquizbowl.org/db/tournaments/6687/stats/division_2_finals/individuals","2020 IHSSBCA Riley Memorial Kickoff <6687> - Division 2 Finals"
"3755","2020 IHSSBCA Riley Memorial Kickoff",6687,"Division 2 Complete","https://hsquizbowl.org/db/tournaments/6687/stats/division_2_complete/individuals","2020 IHSSBCA Riley Memorial Kickoff <6687> - Division 2 Complete"
"3756","2020 IHSSBCA Riley Memorial Kickoff",6687,"Division 3 Prelims","https://hsquizbowl.org/db/tournaments/6687/stats/division_3_prelims/individuals","2020 IHSSBCA Riley Memorial Kickoff <6687> - Division 3 Prelims"
"3757","2020 IHSSBCA Riley Memorial Kickoff",6687,"Division 3 Playoffs","https://hsquizbowl.org/db/tournaments/6687/stats/division_3_playoffs/individuals","2020 IHSSBCA Riley Memorial Kickoff <6687> - Division 3 Playoffs"
"3758","2020 IHSSBCA Riley Memorial Kickoff",6687,"Division 3 Finals","https://hsquizbowl.org/db/tournaments/6687/stats/division_3_finals/individuals","2020 IHSSBCA Riley Memorial Kickoff <6687> - Division 3 Finals"
"3759","2020 IHSSBCA Riley Memorial Kickoff",6687,"Division 3 Complete","https://hsquizbowl.org/db/tournaments/6687/stats/division_3_complete/individuals","2020 IHSSBCA Riley Memorial Kickoff <6687> - Division 3 Complete"
"3760","ACRO-Demia Online",6686,"ACRO-Demia Online Rounds 1 - 8","https://hsquizbowl.org/db/tournaments/6686/stats/acro-demia_online_rounds_1_-_8/individuals","ACRO-Demia Online <6686> - ACRO-Demia Online Rounds 1 - 8"
"3761","FRENCH II Main Site @ Discord",6685,"Prelims","https://hsquizbowl.org/db/tournaments/6685/stats/prelims/individuals","FRENCH II Main Site @ Discord <6685> - Prelims"
"3762","FRENCH II Main Site @ Discord",6685,"Playoffs","https://hsquizbowl.org/db/tournaments/6685/stats/playoffs/individuals","FRENCH II Main Site @ Discord <6685> - Playoffs"
"3763","FRENCH II Main Site @ Discord",6685,"All Games","https://hsquizbowl.org/db/tournaments/6685/stats/all_games/individuals","FRENCH II Main Site @ Discord <6685> - All Games"
"3764","Greater Pennsylvania Quizbowl November Invitational",6684,"Varsity Prelims","https://hsquizbowl.org/db/tournaments/6684/stats/varsity_prelims/individuals","Greater Pennsylvania Quizbowl November Invitational <6684> - Varsity Prelims"
"3765","Greater Pennsylvania Quizbowl November Invitational",6684,"Varsity Playoffs","https://hsquizbowl.org/db/tournaments/6684/stats/varsity_playoffs/individuals","Greater Pennsylvania Quizbowl November Invitational <6684> - Varsity Playoffs"
"3766","Greater Pennsylvania Quizbowl November Invitational",6684,"Varsity Final","https://hsquizbowl.org/db/tournaments/6684/stats/varsity_final/individuals","Greater Pennsylvania Quizbowl November Invitational <6684> - Varsity Final"
"3767","Greater Pennsylvania Quizbowl November Invitational",6684,"JV Prelims","https://hsquizbowl.org/db/tournaments/6684/stats/jv_prelims/individuals","Greater Pennsylvania Quizbowl November Invitational <6684> - JV Prelims"
"3768","Greater Pennsylvania Quizbowl November Invitational",6684,"JV Playoffs","https://hsquizbowl.org/db/tournaments/6684/stats/jv_playoffs/individuals","Greater Pennsylvania Quizbowl November Invitational <6684> - JV Playoffs"
"3769","Greater Pennsylvania Quizbowl November Invitational",6684,"JV Final","https://hsquizbowl.org/db/tournaments/6684/stats/jv_final/individuals","Greater Pennsylvania Quizbowl November Invitational <6684> - JV Final"
"3770","LIT @ UIUC",6683,"Round Robin - Up to Round 9","https://hsquizbowl.org/db/tournaments/6683/stats/round_robin_-_up_to_round_9/individuals","LIT @ UIUC <6683> - Round Robin - Up to Round 9"
"3771","LIT @ UIUC",6683,"Finals","https://hsquizbowl.org/db/tournaments/6683/stats/finals/individuals","LIT @ UIUC <6683> - Finals"
"3772","LIT @ UIUC",6683,"All Games","https://hsquizbowl.org/db/tournaments/6683/stats/all_games/individuals","LIT @ UIUC <6683> - All Games"
"3773","IKEA Canadian Mirror",6682,"All Games","https://hsquizbowl.org/db/tournaments/6682/stats/all_games/individuals","IKEA Canadian Mirror <6682> - All Games"
"3774","IKEA Canadian Mirror",6682,"Round Robin","https://hsquizbowl.org/db/tournaments/6682/stats/round_robin/individuals","IKEA Canadian Mirror <6682> - Round Robin"
"3775","IKEA Canadian Mirror",6682,"Finals","https://hsquizbowl.org/db/tournaments/6682/stats/finals/individuals","IKEA Canadian Mirror <6682> - Finals"
"3776","AQBL November",6681,"Sat Prelims","https://hsquizbowl.org/db/tournaments/6681/stats/sat_prelims/individuals","AQBL November <6681> - Sat Prelims"
"3777","AQBL November",6681,"Sat Playoffs","https://hsquizbowl.org/db/tournaments/6681/stats/sat_playoffs/individuals","AQBL November <6681> - Sat Playoffs"
"3778","AQBL November",6681,"Sat Finals","https://hsquizbowl.org/db/tournaments/6681/stats/sat_finals/individuals","AQBL November <6681> - Sat Finals"
"3779","AQBL November",6681,"Sat Combined","https://hsquizbowl.org/db/tournaments/6681/stats/sat_combined/individuals","AQBL November <6681> - Sat Combined"
"3780","AQBL November",6681,"Sun Prelims","https://hsquizbowl.org/db/tournaments/6681/stats/sun_prelims/individuals","AQBL November <6681> - Sun Prelims"
"3781","AQBL November",6681,"Sun Playoffs","https://hsquizbowl.org/db/tournaments/6681/stats/sun_playoffs/individuals","AQBL November <6681> - Sun Playoffs"
"3782","AQBL November",6681,"Sun Combined","https://hsquizbowl.org/db/tournaments/6681/stats/sun_combined/individuals","AQBL November <6681> - Sun Combined"
"3783","Southside Holiday III",6680,"Prelims","https://hsquizbowl.org/db/tournaments/6680/stats/prelims/individuals","Southside Holiday III <6680> - Prelims"
"3784","Southside Holiday III",6680,"Playoffs","https://hsquizbowl.org/db/tournaments/6680/stats/playoffs/individuals","Southside Holiday III <6680> - Playoffs"
"3785","Southside Holiday III",6680,"Combined","https://hsquizbowl.org/db/tournaments/6680/stats/combined/individuals","Southside Holiday III <6680> - Combined"
"3786","Treasure Valley Tournament XI",6679,"Combined","https://hsquizbowl.org/db/tournaments/6679/stats/combined/individuals","Treasure Valley Tournament XI <6679> - Combined"
"3787","Darien Fall Invitational",6678,"Prelims","https://hsquizbowl.org/db/tournaments/6678/stats/prelims/individuals","Darien Fall Invitational <6678> - Prelims"
"3788","Darien Fall Invitational",6678,"Playoffs","https://hsquizbowl.org/db/tournaments/6678/stats/playoffs/individuals","Darien Fall Invitational <6678> - Playoffs"
"3789","Darien Fall Invitational",6678,"Combined","https://hsquizbowl.org/db/tournaments/6678/stats/combined/individuals","Darien Fall Invitational <6678> - Combined"
"3790","Ithaca Fall Tournament IX",6677,"Prelims","https://hsquizbowl.org/db/tournaments/6677/stats/prelims/individuals","Ithaca Fall Tournament IX <6677> - Prelims"
"3791","Ithaca Fall Tournament IX",6677,"Playoffs","https://hsquizbowl.org/db/tournaments/6677/stats/playoffs/individuals","Ithaca Fall Tournament IX <6677> - Playoffs"
"3792","Ithaca Fall Tournament IX",6677,"Championship Game","https://hsquizbowl.org/db/tournaments/6677/stats/championship_game/individuals","Ithaca Fall Tournament IX <6677> - Championship Game"
"3793","Ithaca Fall Tournament IX",6677,"All Rounds","https://hsquizbowl.org/db/tournaments/6677/stats/all_rounds/individuals","Ithaca Fall Tournament IX <6677> - All Rounds"
"3794","MOQBA Novice Mirror Hosted by Stony Brook",6676,"Before Lunch (1-5)","https://hsquizbowl.org/db/tournaments/6676/stats/before_lunch_%281-5%29/individuals","MOQBA Novice Mirror Hosted by Stony Brook <6676> - Before Lunch (1-5)"
"3795","MOQBA Novice Mirror Hosted by Stony Brook",6676,"After Lunch (6-9)","https://hsquizbowl.org/db/tournaments/6676/stats/after_lunch_%286-9%29/individuals","MOQBA Novice Mirror Hosted by Stony Brook <6676> - After Lunch (6-9)"
"3796","MOQBA Novice Mirror Hosted by Stony Brook",6676,"Combined","https://hsquizbowl.org/db/tournaments/6676/stats/combined/individuals","MOQBA Novice Mirror Hosted by Stony Brook <6676> - Combined"
"3797","Sullivan After-School Novice Tournament VIII",6675,"All Games","https://hsquizbowl.org/db/tournaments/6675/stats/all_games/individuals","Sullivan After-School Novice Tournament VIII <6675> - All Games"
"3798","Sullivan After-School Novice Tournament VIII",6675,"Prelims","https://hsquizbowl.org/db/tournaments/6675/stats/prelims/individuals","Sullivan After-School Novice Tournament VIII <6675> - Prelims"
"3799","Sullivan After-School Novice Tournament VIII",6675,"playoffs","https://hsquizbowl.org/db/tournaments/6675/stats/playoffs/individuals","Sullivan After-School Novice Tournament VIII <6675> - playoffs"
"3800","Summit County Academic Challenge League",6674,"Varsity Division","https://hsquizbowl.org/db/tournaments/6674/stats/varsity_division/individuals","Summit County Academic Challenge League <6674> - Varsity Division"
"3801","Summit County Academic Challenge League",6674,"JV Division","https://hsquizbowl.org/db/tournaments/6674/stats/jv_division/individuals","Summit County Academic Challenge League <6674> - JV Division"
"3802","Houston Fall Online Invitational",6673,"Standard Division","https://hsquizbowl.org/db/tournaments/6673/stats/standard_division/individuals","Houston Fall Online Invitational <6673> - Standard Division"
"3803","Houston Fall Online Invitational",6673,"Competitive Division Prelims","https://hsquizbowl.org/db/tournaments/6673/stats/competitive_division_prelims/individuals","Houston Fall Online Invitational <6673> - Competitive Division Prelims"
"3804","Houston Fall Online Invitational",6673,"Competitive Division Playoffs","https://hsquizbowl.org/db/tournaments/6673/stats/competitive_division_playoffs/individuals","Houston Fall Online Invitational <6673> - Competitive Division Playoffs"
"3805","Houston Fall Online Invitational",6673,"Competitive Division Combined","https://hsquizbowl.org/db/tournaments/6673/stats/competitive_division_combined/individuals","Houston Fall Online Invitational <6673> - Competitive Division Combined"
